id,customer_state,customer_account_duration,customer_area_code,has_international_plan,has_voice_mail_plan,voice_mail_message_count,daytime_total_minutes,daytime_total_calls,daytime_total_charges,evening_total_minutes,evening_total_calls,evening_total_charges,nighttime_total_minutes,nighttime_total_calls,nighttime_total_charges,intl_total_minutes,intl_total_calls,intl_total_charges,customer_service_call_count,churn
1757,MN,61.0,area_code_415,No,,0.0,,67.0,30.82,,106.0,34.92,209.2,116.0,8.7,9.0,6.0,2.43,1.0,0
1758,RI,121.0,,false,True,20.0,,110.0,39.4,209.3,120.0,20.0,240.3,107.0,11.74,9.4,2.0,2.54,0.0,0
1759,SC,99.0,area_415,No,True,33.0,183.4,,27.57,240.0,102.0,,164.6,96.0,6.75,10.6,,2.86,2.0,0
1760,MD,71.0,area_code_415,No,True,,116.7,90.0,18.61,447.6,78.0,36.05,240.3,102.0,10.25,,4.0,,1.0,0
1761,UNKNOWN,90.0,area_415,False,False,0.0,,146.0,37.58,235.2,117.0,20.94,,105.0,7.46,7.3,4.0,1.97,1.0,0
1762,MN,40.0,area_code_510,True,False,0.0,167.7,55.0,26.67,348.8,108.0,,286.7,89.0,11.66,8.2,9.0,,3.0,0
1763,WI,162.0,area_code_408,0,False,0.0,187.4,131.0,30.07,108.6,122.0,,156.3,88.0,6.9,6.5,6.0,1.76,3.0,0
1764,HI,79.0,area_415,NO,,0.0,,124.0,68.26,203.3,95.0,18.28,236.6,55.0,10.91,11.4,5.0,3.08,1.0,0
1765,NC,115.0,area_code_510,1,False,0.0,,69.0,,,,36.85,119.1,112.0,5.3,9.9,,2.67,3.0,1
1766,NJ,,,FALSE,False,0.0,138.3,92.0,22.99,,103.0,13.66,185.6,43.0,,9.3,3.0,2.51,2.0,0
1767,VT,,area_code_408,No,False,0.0,119.1,90.0,18.97,,,,169.7,100.0,7.28,,6.0,2.81,3.0,0
1768,KY,75.0,area_code_415,0,False,0.0,302.6,102.0,,,86.0,15.82,,100.0,14.07,5.7,3.0,1.54,2.0,1
1769,GA,120.0,510,NO,,0.0,,101.0,27.3,149.9,71.0,,,,,11.1,5.0,3.0,0.0,0
1770,IA,74.0,408,No,False,0.0,153.8,102.0,27.04,,118.0,23.62,,113.0,,9.0,,2.43,6.0,0
1771,UNKNOWN,,415,,,,233.8,113.0,37.7,154.5,97.0,11.45,,,5.34,11.8,6.0,3.19,,0
1772,NY,102.0,area_408,False,True,48.0,139.9,83.0,,415.5,128.0,34.57,194.8,107.0,9.03,,,,11.0,1
1773,AK,112.0,415,False,True,31.0,,92.0,,231.1,107.0,20.87,332.1,142.0,15.55,,6.0,2.81,,0
1774,VT,113.0,,NO,False,,305.2,113.0,46.05,472.3,80.0,,210.3,87.0,8.92,9.9,1.0,2.67,,0
1775,MN,95.0,area_code_415,NO,False,0.0,147.0,96.0,23.31,,,,202.4,120.0,8.32,8.1,2.0,2.19,1.0,0
1776,VA,,area_code_510,0,False,0.0,,92.0,,548.9,100.0,,,90.0,5.7,12.9,6.0,3.48,0.0,0
1777,OK,149.0,area_code_510,no,False,0.0,122.4,99.0,19.06,235.7,,18.52,220.2,,,9.0,7.0,2.43,1.0,0
1778,NV,139.0,area_code_510,true,False,0.0,167.2,92.0,31.89,290.3,123.0,26.02,,,,10.5,3.0,2.84,3.0,0
1779,AZ,108.0,area_code_415,0,False,0.0,,126.0,32.2,334.0,85.0,29.4,,98.0,7.71,,6.0,,3.0,0
1780,CT,,,TRUE,True,35.0,,127.0,29.86,,93.0,,255.4,,11.57,12.8,3.0,3.46,0.0,0
1781,VT,107.0,,no,True,28.0,,79.0,32.25,479.2,128.0,39.47,226.8,133.0,9.54,11.9,8.0,,,0
1782,MN,125.0,area_code_415,0,,0.0,250.9,82.0,,,85.0,21.05,190.0,74.0,7.74,10.1,3.0,2.73,,1
1783,VA,130.0,,,False,0.0,,,21.28,,102.0,15.78,229.0,108.0,9.39,,3.0,3.67,2.0,0
1784,NM,127.0,area_code_415,Yes,False,0.0,,87.0,42.13,220.1,101.0,18.24,,,6.81,13.0,3.0,3.51,1.0,0
1785,VA,103.0,408,False,False,0.0,,71.0,41.52,180.1,103.0,14.01,263.9,,10.6,,3.0,1.86,1.0,0
1786,MT,124.0,,No,True,,226.9,35.0,37.59,271.4,101.0,22.65,229.4,82.0,10.35,12.0,7.0,3.24,2.0,0
1787,ID,55.0,area_code_510,false,,8.0,210.8,104.0,,,94.0,29.17,,114.0,15.99,9.7,,2.62,2.0,0
1788,UNKNOWN,147.0,area_code_408,No,False,0.0,,95.0,,168.4,,13.04,240.2,84.0,9.96,7.8,4.0,,2.0,0
1789,MS,68.0,,,True,34.0,166.2,72.0,26.87,190.7,119.0,15.49,204.2,101.0,,6.1,,1.65,,0
1790,AK,115.0,415,NO,False,0.0,239.8,105.0,43.77,159.5,109.0,,232.0,,,7.2,8.0,1.94,,0
1791,UNKNOWN,152.0,area_code_415,False,,,,108.0,35.25,,69.0,20.3,292.6,81.0,14.33,11.0,2.0,2.97,,0
1792,MA,56.0,area_510,No,,0.0,,95.0,39.88,,116.0,14.81,,133.0,,4.4,4.0,,1.0,0
1793,MA,,area_code_415,NO,False,,519.5,,79.68,261.0,115.0,20.71,224.9,68.0,9.54,11.6,2.0,,,0
1794,WV,73.0,,No,,,186.9,89.0,31.9,,82.0,11.76,188.5,,8.84,11.5,6.0,,3.0,0
1795,OH,125.0,area_code_415,False,False,,210.3,115.0,,432.8,94.0,,266.8,,11.98,,,2.0,3.0,0
1796,OH,,area_code_415,,False,0.0,326.9,,52.99,229.0,84.0,18.87,63.6,94.0,2.89,13.7,,,1.0,0
1797,AK,,area_code_415,true,True,,204.6,106.0,,179.6,99.0,16.75,333.1,107.0,15.75,10.5,6.0,,3.0,0
1798,PA,,area_code_408,,False,0.0,212.8,67.0,37.38,208.0,108.0,18.79,349.1,,15.72,5.2,2.0,,1.0,0
1799,NV,77.0,415,NO,False,0.0,140.1,112.0,26.29,292.3,111.0,28.3,,82.0,9.61,9.9,1.0,2.67,1.0,0
1800,RI,127.0,area_code_510,FALSE,False,,101.9,117.0,17.85,,68.0,,,127.0,,9.7,4.0,2.62,,0
1801,KS,112.0,area_code_415,,,0.0,342.2,126.0,60.11,212.7,,19.41,384.7,92.0,18.25,7.9,3.0,,1.0,0
1802,MT,74.0,area_code_415,False,False,,160.6,102.0,28.1,308.3,105.0,25.21,184.6,80.0,,,6.0,2.35,1.0,0
1803,ME,105.0,area_code_408,FALSE,False,0.0,111.8,73.0,19.56,267.5,83.0,22.63,,90.0,,13.3,5.0,3.59,4.0,0
1804,NY,86.0,510,NO,False,0.0,69.0,125.0,12.22,,,18.24,175.7,107.0,,0.0,0.0,0.0,7.0,0
1805,UNKNOWN,86.0,area_code_415,NO,True,,256.4,112.0,41.18,,94.0,25.84,94.1,98.0,4.09,,4.0,,6.0,0
1806,IN,84.0,area_408,0,False,0.0,218.0,99.0,33.61,,68.0,18.27,119.2,120.0,4.84,,4.0,2.54,,0
1807,UNKNOWN,104.0,area_code_415,0,,0.0,230.1,123.0,40.51,161.1,106.0,14.6,459.0,85.0,22.16,10.1,4.0,2.73,1.0,0
1808,HI,97.0,area_code_415,no,True,43.0,358.5,105.0,63.17,254.0,,,224.1,,10.2,,5.0,2.24,3.0,0
1809,NM,54.0,,false,True,,88.3,,15.16,,98.0,15.85,99.1,119.0,4.32,11.6,3.0,3.13,,0
1810,UNKNOWN,,area_510,no,True,20.0,200.0,98.0,,131.8,107.0,12.56,157.5,147.0,,8.7,3.0,2.35,2.0,0
1811,UT,,area_code_510,Yes,False,,102.1,101.0,18.42,245.3,83.0,23.4,112.4,75.0,,,6.0,2.03,,0
1812,GA,90.0,415,no,False,0.0,108.3,108.0,20.92,,63.0,17.5,506.4,124.0,25.01,14.1,4.0,3.81,,0
1813,AK,52.0,area_code_408,No,,0.0,228.5,,38.74,,83.0,,,109.0,,,4.0,3.19,4.0,0
1814,UNKNOWN,67.0,area_code_510,false,False,0.0,100.2,93.0,19.22,,91.0,30.78,156.8,110.0,7.86,,5.0,2.4,1.0,0
1815,KY,140.0,area_code_408,No,,,,92.0,,,71.0,15.0,216.2,99.0,10.46,8.9,2.0,,,0
1816,KS,127.0,area_code_415,NO,True,,159.6,69.0,28.25,181.6,105.0,,,102.0,19.32,9.0,,2.43,,0
1817,NJ,88.0,area_415,0,False,0.0,288.1,136.0,47.68,273.1,72.0,20.37,134.8,118.0,,13.4,2.0,3.62,4.0,1
1818,ND,,,True,False,,234.7,94.0,35.57,154.6,115.0,11.45,212.4,92.0,8.75,8.3,5.0,2.24,,0
1819,WA,137.0,408,False,False,0.0,,120.0,33.63,,100.0,18.14,468.9,130.0,19.89,,5.0,3.0,0.0,0
1820,VT,95.0,,,,41.0,133.3,91.0,21.86,393.4,,32.89,133.9,67.0,,,,2.78,,1
1821,KY,74.0,area_code_510,,False,,129.1,103.0,23.45,210.6,96.0,19.35,208.2,143.0,,14.1,4.0,3.81,1.0,1
1822,NJ,67.0,area_415,0,False,0.0,180.8,77.0,28.15,239.0,88.0,18.47,172.4,,7.35,6.3,4.0,1.7,,0
1823,NM,56.0,area_code_408,NO,,0.0,142.1,57.0,24.0,187.2,97.0,16.11,,,21.25,,3.0,2.48,0.0,0
1824,CT,41.0,area_code_415,0,True,24.0,,97.0,42.29,210.3,106.0,,,91.0,9.85,12.1,6.0,,1.0,0
1825,HI,119.0,area_code_408,,True,24.0,207.6,94.0,,132.1,52.0,12.01,136.8,85.0,6.39,11.3,,,0.0,0
1826,CO,,area_415,0,False,0.0,205.2,116.0,35.24,,93.0,18.98,194.5,,9.29,12.8,3.0,3.46,3.0,0
1827,WV,121.0,area_code_415,NO,False,,,110.0,,326.0,,28.49,165.7,113.0,7.93,,,,0.0,0
1828,DC,45.0,,0,,0.0,91.8,103.0,16.8,,134.0,21.57,230.5,,,9.7,4.0,2.62,,0
1829,AK,,,,False,0.0,142.9,83.0,26.48,371.9,79.0,32.56,158.8,104.0,7.35,,,2.24,,0
1830,TN,73.0,area_code_510,No,True,6.0,,105.0,39.53,250.0,98.0,20.38,187.8,107.0,8.29,6.8,,1.84,4.0,0
1831,AZ,94.0,area_code_415,False,False,0.0,188.8,105.0,32.51,276.9,100.0,,141.3,,6.29,11.5,16.0,,,0
1832,WA,105.0,area_code_415,false,False,0.0,307.0,105.0,49.26,153.2,,11.63,193.0,127.0,8.34,5.4,,,,0
1833,UNKNOWN,164.0,area_code_510,0,True,27.0,,102.0,70.99,165.4,113.0,14.35,249.3,127.0,10.98,,9.0,,3.0,0
1834,FL,120.0,415,No,False,0.0,172.6,,,,82.0,17.64,,91.0,18.51,4.7,7.0,1.27,3.0,0
1835,NM,62.0,area_code_415,,False,0.0,453.2,91.0,74.39,123.7,130.0,10.1,430.1,102.0,18.36,8.5,4.0,2.3,9.0,0
1836,MT,94.0,area_code_415,,False,0.0,145.1,118.0,23.75,196.9,,17.54,152.0,,6.86,13.4,2.0,3.62,4.0,0
1837,TX,,area_code_408,0,False,0.0,,107.0,32.3,,,14.17,,,9.88,,4.0,3.75,0.0,0
1838,OH,83.0,510,,False,0.0,236.3,78.0,38.73,212.7,115.0,17.64,,100.0,9.53,12.1,5.0,,5.0,0
1839,MS,98.0,,TRUE,True,,,54.0,83.0,296.9,,24.58,182.4,90.0,,10.8,7.0,,1.0,0
1840,MA,,area_code_415,No,False,0.0,171.6,89.0,27.69,283.8,119.0,21.61,228.5,69.0,9.45,,,3.35,1.0,0
1841,AZ,,510,FALSE,False,,,100.0,,233.6,,18.91,174.7,,7.85,,4.0,2.48,,1
1842,MT,13.0,area_code_415,FALSE,True,31.0,,94.0,77.21,141.9,95.0,12.75,260.4,,11.86,12.9,1.0,3.48,4.0,0
1843,UT,161.0,area_code_510,1,,0.0,,,74.89,,105.0,,294.2,129.0,14.11,12.9,1.0,,1.0,1
1844,MA,65.0,area_code_408,0,False,0.0,149.7,71.0,24.93,169.6,119.0,13.26,139.8,119.0,,6.6,6.0,1.78,2.0,0
1845,UNKNOWN,58.0,,False,True,39.0,211.1,40.0,38.0,503.0,76.0,47.48,212.2,139.0,9.99,5.4,4.0,,1.0,0
1846,CA,75.0,area_code_510,,True,38.0,159.6,132.0,30.57,154.6,,,,,17.11,13.1,3.0,,,0
1847,MT,,,,False,,,79.0,,114.9,116.0,10.42,243.1,102.0,11.17,7.5,,2.03,,0
1848,SC,145.0,area_code_408,FALSE,False,0.0,,78.0,,275.3,106.0,,187.4,90.0,7.57,10.0,6.0,2.7,,0
1849,UNKNOWN,163.0,408,0,True,40.0,350.5,56.0,61.29,203.3,91.0,18.09,269.9,74.0,12.14,12.3,3.0,,,0
1850,UNKNOWN,93.0,area_code_408,no,True,,133.8,105.0,24.8,169.7,128.0,,183.3,90.0,9.13,11.8,,3.19,4.0,1
1851,MO,74.0,area_code_415,,,0.0,181.7,105.0,31.27,221.8,99.0,19.22,182.8,,,,6.0,,,0
1852,MD,,area_code_408,No,False,0.0,,92.0,44.19,246.2,82.0,,281.9,,,6.2,1.0,1.67,0.0,1
1853,DE,,area_code_415,0,False,0.0,,89.0,69.47,151.9,84.0,13.07,167.9,,7.78,8.4,3.0,,,0
1854,UNKNOWN,140.0,area_code_415,no,True,27.0,184.3,141.0,29.27,192.5,143.0,,165.5,,7.4,7.1,5.0,1.92,3.0,0
1855,UNKNOWN,129.0,,1,,,200.6,,30.38,,101.0,14.61,201.5,130.0,,10.9,4.0,2.94,,0
1856,UNKNOWN,,area_code_415,0,False,,,91.0,44.82,,60.0,16.56,143.7,112.0,6.87,,2.0,3.97,,0
1857,UNKNOWN,1.0,area_code_510,0,False,0.0,249.7,114.0,44.92,195.7,94.0,18.15,201.6,93.0,9.92,14.1,3.0,3.81,6.0,0
1858,TX,149.0,area_code_510,0,False,0.0,,95.0,36.7,197.4,63.0,,105.6,70.0,4.66,10.0,3.0,2.7,1.0,0
1859,OR,,,False,True,38.0,224.1,61.0,34.55,,104.0,,211.7,73.0,8.89,10.7,5.0,,2.0,0
1860,NV,22.0,,no,False,0.0,154.9,108.0,29.64,342.9,88.0,32.61,308.6,115.0,,12.5,4.0,3.38,1.0,0
1861,PA,137.0,,FALSE,False,0.0,,76.0,37.38,138.5,118.0,12.59,399.3,129.0,,12.1,4.0,,,0
1862,UNKNOWN,57.0,area_415,0,False,,168.7,113.0,26.69,204.9,134.0,17.24,206.9,81.0,9.13,8.4,4.0,,3.0,0
1863,UNKNOWN,107.0,area_code_408,0,False,,116.9,119.0,21.24,,91.0,22.15,,112.0,8.09,,5.0,,,0
1864,IA,,415,no,False,0.0,201.6,87.0,36.56,,97.0,,262.5,72.0,,,6.0,3.59,5.0,0
1865,KY,111.0,,No,False,,588.1,97.0,,193.1,129.0,19.02,173.6,84.0,8.45,,5.0,3.32,3.0,0
1866,WY,94.0,area_code_408,FALSE,False,0.0,,109.0,37.15,165.5,80.0,15.02,240.8,117.0,11.32,,6.0,,,0
1867,WY,97.0,area_code_415,False,True,24.0,,135.0,23.9,220.4,58.0,19.49,70.3,79.0,,11.0,3.0,2.97,1.0,0
1868,SC,78.0,area_code_510,No,False,0.0,165.7,110.0,25.9,,73.0,28.97,236.2,136.0,9.82,12.5,1.0,3.38,4.0,0
1869,SD,,,no,,0.0,256.4,118.0,43.88,491.2,93.0,44.78,214.3,50.0,10.49,,2.0,3.97,3.0,0
1870,UNKNOWN,,,NO,True,49.0,173.5,122.0,26.7,170.5,85.0,12.93,327.9,120.0,13.54,,4.0,2.11,1.0,0
1871,MO,,,,False,0.0,582.1,108.0,106.86,141.2,143.0,12.93,318.2,131.0,,12.5,,3.38,0.0,0
1872,UT,71.0,area_415,0,False,0.0,263.7,110.0,51.45,182.0,67.0,,256.9,84.0,,,7.0,,,1
1873,UNKNOWN,136.0,area_code_415,0,False,0.0,118.7,80.0,20.2,229.9,,18.3,175.9,,7.9,10.4,5.0,,1.0,0
1874,WV,,area_code_510,0,False,0.0,185.3,142.0,31.78,118.7,88.0,11.08,209.5,51.0,10.12,8.4,6.0,2.27,,0
1875,OH,,510,FALSE,False,0.0,223.4,88.0,37.66,224.9,,19.7,,116.0,9.53,8.6,9.0,2.32,1.0,0
1876,RI,104.0,area_code_408,True,False,0.0,157.4,73.0,29.83,441.3,103.0,,520.1,90.0,25.16,,5.0,,4.0,0
1877,WY,43.0,area_415,1,False,0.0,380.7,105.0,65.45,209.7,104.0,19.1,156.6,,,,4.0,,0.0,0
1878,WY,161.0,,YES,False,0.0,192.7,78.0,34.02,,117.0,23.99,181.9,137.0,8.76,1.3,6.0,,,0
1879,UNKNOWN,186.0,area_code_408,FALSE,False,0.0,218.6,104.0,35.11,300.5,115.0,24.28,155.8,112.0,,,6.0,3.35,0.0,0
1880,UNKNOWN,75.0,area_code_510,FALSE,,17.0,210.4,,31.07,201.0,109.0,,201.6,136.0,8.36,12.9,3.0,3.48,,0
1881,AL,85.0,area_408,False,False,,125.6,107.0,,,124.0,,202.6,76.0,8.99,12.5,5.0,3.38,,0
1882,MT,,area_code_510,TRUE,True,,191.0,132.0,31.81,,109.0,,213.7,114.0,,10.0,10.0,,4.0,0
1883,KS,,area_code_510,,True,41.0,198.7,80.0,34.14,301.3,,,189.5,107.0,,10.4,2.0,,,0
1884,UNKNOWN,97.0,area_code_510,0,,0.0,,76.0,35.73,180.2,100.0,16.01,125.7,102.0,5.52,4.7,4.0,,3.0,0
1885,AZ,127.0,area_code_415,NO,False,0.0,280.6,106.0,45.08,229.5,99.0,19.19,166.8,103.0,,12.7,3.0,3.43,1.0,0
1886,UNKNOWN,109.0,area_code_510,no,True,,,116.0,42.62,468.6,130.0,44.58,271.2,69.0,,10.6,6.0,,5.0,0
1887,KS,85.0,,False,False,,,111.0,,,108.0,20.93,218.9,,10.66,9.3,2.0,,1.0,0
1888,WV,,,false,True,34.0,188.2,70.0,35.51,272.9,121.0,,,71.0,10.35,7.6,4.0,,1.0,0
1889,NH,100.0,area_code_408,False,False,0.0,210.4,125.0,34.63,150.7,102.0,11.74,282.0,97.0,11.64,9.7,,2.62,1.0,0
1890,ME,115.0,area_code_408,NO,False,0.0,,115.0,33.89,257.3,109.0,22.76,186.4,102.0,8.31,12.8,2.0,3.46,,0
1891,CT,112.0,area_415,,True,27.0,530.9,121.0,88.43,,101.0,,191.7,,8.58,11.1,,3.0,4.0,0
1892,VA,115.0,,No,False,,,,20.25,187.0,75.0,,415.0,114.0,17.15,0.0,,0.0,,0
1893,FL,39.0,area_code_510,No,False,0.0,118.6,99.0,19.13,263.8,99.0,21.06,99.0,88.0,4.16,7.1,2.0,1.92,1.0,0
1894,UT,95.0,,0,True,35.0,379.0,143.0,70.54,282.8,104.0,26.05,435.9,,21.71,3.9,3.0,,0.0,0
1895,UNKNOWN,111.0,area_code_510,0,False,0.0,189.6,92.0,31.83,337.6,96.0,30.5,101.5,64.0,4.58,11.3,4.0,3.05,,0
1896,RI,73.0,area_code_415,No,,0.0,248.4,115.0,44.95,168.7,133.0,15.66,,,,11.1,,3.0,,0
1897,NJ,112.0,,NO,True,22.0,242.2,104.0,,195.3,88.0,16.05,223.1,,9.29,7.4,6.0,2.0,,0
1898,MD,85.0,area_code_510,Yes,False,0.0,544.7,73.0,92.03,394.2,117.0,,148.8,98.0,,3.6,7.0,0.97,2.0,0
1899,DC,41.0,408,False,True,,229.4,110.0,41.92,,115.0,19.39,188.8,100.0,8.75,7.3,1.0,,7.0,0
1900,MD,79.0,area_code_510,FALSE,True,31.0,103.7,90.0,,249.4,135.0,,77.2,92.0,3.26,,8.0,,7.0,0
1901,HI,158.0,area_code_510,No,False,0.0,,121.0,37.7,468.4,,38.71,227.5,99.0,10.45,7.1,9.0,1.92,1.0,0
1902,AR,85.0,area_415,No,False,0.0,,97.0,16.49,,95.0,31.09,175.5,88.0,,9.7,3.0,2.62,,0
1903,UNKNOWN,86.0,area_code_510,Yes,True,41.0,322.5,95.0,56.44,431.8,101.0,41.24,,,6.54,,10.0,3.13,2.0,0
1904,FL,,,NO,True,,222.7,88.0,35.97,247.5,109.0,19.55,356.9,,,9.0,1.0,,3.0,0
1905,AR,80.0,area_code_415,No,False,0.0,131.7,100.0,21.19,167.8,107.0,14.75,251.1,62.0,,7.9,9.0,2.13,1.0,0
1906,PA,53.0,,no,False,0.0,212.4,86.0,35.52,,95.0,37.69,151.6,142.0,6.85,,,2.89,,0
1907,MI,30.0,area_510,0,False,0.0,228.1,88.0,41.19,177.2,100.0,,194.7,134.0,,12.5,3.0,3.38,0.0,0
1908,TX,128.0,415,NO,True,,,100.0,29.48,,,12.21,194.8,92.0,,11.9,1.0,3.21,0.0,0
1909,OR,,area_code_415,1,False,0.0,121.7,58.0,19.54,,88.0,,96.2,,,11.4,11.0,,,0
1910,IL,138.0,area_code_408,,False,0.0,280.4,,46.57,169.5,115.0,15.13,189.4,96.0,8.89,11.6,4.0,3.13,1.0,0
1911,ID,,510,false,True,29.0,,89.0,33.77,221.4,,17.88,290.7,106.0,12.23,9.7,9.0,,,0
1912,RI,125.0,area_code_408,False,,,111.4,,21.01,164.0,107.0,15.73,,,,9.2,5.0,,2.0,1
1913,KY,169.0,area_code_510,,False,,,120.0,51.46,,88.0,11.51,265.5,116.0,,11.9,5.0,,,0
1914,SC,209.0,area_code_510,False,False,,263.9,124.0,39.26,,110.0,17.74,214.3,,,8.5,5.0,2.3,3.0,1
1915,OR,132.0,area_code_510,0,False,0.0,259.2,122.0,42.97,277.5,90.0,,,124.0,7.85,13.6,9.0,,2.0,1
1916,NJ,125.0,area_415,0,False,0.0,,64.0,28.82,133.2,121.0,11.05,,96.0,,11.6,,3.13,2.0,0
1917,HI,,area_415,False,False,0.0,,,65.2,117.5,129.0,10.04,183.9,136.0,8.5,16.2,2.0,4.37,0.0,0
1918,IL,52.0,,0,False,0.0,,86.0,35.94,,98.0,14.05,237.7,102.0,11.16,6.0,1.0,1.62,1.0,0
1919,UNKNOWN,57.0,area_code_415,,False,0.0,170.7,96.0,27.1,228.0,112.0,18.75,280.2,83.0,12.07,11.2,4.0,3.02,0.0,0
1920,HI,70.0,area_code_415,NO,False,,,91.0,34.17,295.3,81.0,26.48,170.0,105.0,,6.7,6.0,1.81,1.0,0
1921,UNKNOWN,107.0,area_code_415,No,True,26.0,231.5,116.0,39.77,383.6,103.0,33.0,243.3,105.0,11.09,13.8,1.0,,1.0,0
1922,UNKNOWN,97.0,415,,True,27.0,131.9,90.0,22.77,,91.0,,,,11.01,7.3,7.0,,0.0,0
1923,TN,222.0,area_408,0,True,34.0,206.9,,33.28,167.3,76.0,,382.2,76.0,16.64,4.9,5.0,1.32,4.0,0
1924,VT,138.0,area_code_415,False,False,0.0,226.6,107.0,36.77,224.1,120.0,16.94,174.1,119.0,7.4,13.2,,3.56,1.0,0
1925,UNKNOWN,117.0,510,no,False,0.0,203.6,94.0,36.3,136.9,149.0,11.68,,102.0,,9.9,1.0,2.67,,0
1926,OR,72.0,area_code_510,0,False,0.0,145.5,133.0,22.84,140.9,96.0,,442.0,97.0,19.02,11.2,,,2.0,0
1927,GA,160.0,,,True,29.0,159.3,,30.43,,,24.29,,131.0,6.06,,4.0,4.1,1.0,0
1928,UNKNOWN,22.0,area_510,False,True,,179.1,94.0,32.94,156.2,59.0,14.89,,102.0,6.17,,4.0,3.43,3.0,0
1929,SD,116.0,415,0,False,,249.0,,44.78,206.5,95.0,17.74,212.4,87.0,10.07,10.0,6.0,2.7,,0
1930,LA,128.0,area_415,NO,False,0.0,156.0,105.0,24.7,,106.0,20.21,435.8,114.0,19.57,6.8,2.0,1.84,1.0,0
1931,NJ,42.0,408,false,,16.0,245.4,80.0,38.08,,121.0,,272.1,138.0,11.38,9.4,4.0,2.54,1.0,0
1932,MT,146.0,,,False,0.0,,86.0,37.1,,94.0,19.94,219.5,100.0,,5.8,3.0,1.57,3.0,0
1933,WY,159.0,,,False,0.0,209.7,68.0,35.89,,74.0,12.9,140.9,,6.65,10.3,3.0,2.78,1.0,1
1934,NY,111.0,area_code_415,0,False,,172.0,117.0,,155.8,91.0,13.67,272.1,123.0,12.18,9.7,,2.62,0.0,0
1935,OK,189.0,415,No,False,0.0,,106.0,33.88,225.4,123.0,19.25,178.9,120.0,,11.3,5.0,3.05,3.0,0
1936,NE,120.0,415,FALSE,True,40.0,221.3,80.0,36.94,213.4,84.0,18.54,161.5,65.0,7.22,12.1,3.0,3.27,1.0,0
1937,VA,10.0,408,no,,0.0,300.3,112.0,44.23,379.6,66.0,29.79,281.9,,,11.4,6.0,3.08,,0
1938,HI,3.0,,No,,,147.0,99.0,24.07,255.7,108.0,21.71,291.2,87.0,13.12,6.1,3.0,1.65,4.0,0
1939,RI,133.0,area_code_510,1,False,,124.5,108.0,23.67,256.0,81.0,,,88.0,6.65,10.3,3.0,2.78,5.0,0
1940,MS,77.0,,False,False,0.0,,87.0,38.63,106.4,138.0,8.67,310.1,,13.76,11.3,3.0,,,0
1941,KS,178.0,area_code_415,No,True,22.0,109.9,66.0,,237.5,100.0,21.22,194.7,119.0,,14.3,3.0,,1.0,0
1942,OH,142.0,,,False,0.0,,101.0,27.3,191.5,125.0,17.17,225.9,100.0,9.98,8.8,2.0,,1.0,1
1943,KS,124.0,510,0,True,37.0,,109.0,29.41,212.9,79.0,,231.1,87.0,,8.9,4.0,,1.0,0
1944,IA,42.0,area_code_415,False,False,,150.2,,26.89,160.6,45.0,,155.5,128.0,,9.0,3.0,2.43,0.0,0
1945,AR,95.0,415,False,True,,,76.0,32.53,186.6,104.0,15.13,228.1,95.0,10.26,5.9,1.0,1.59,2.0,0
1946,NV,64.0,area_code_415,NO,False,0.0,298.0,80.0,56.52,419.6,90.0,38.04,190.8,92.0,9.24,10.4,6.0,2.81,,0
1947,MO,95.0,,,False,0.0,157.8,,30.07,284.0,112.0,26.0,201.2,,9.56,,2.0,3.11,,1
1948,UNKNOWN,74.0,510,0,True,,259.5,70.0,46.11,,59.0,41.32,177.0,75.0,,9.9,2.0,2.67,4.0,0
1949,VT,111.0,408,0,False,,,,29.14,447.3,136.0,35.71,220.9,94.0,9.53,9.0,6.0,2.43,3.0,0
1950,IL,151.0,area_code_408,FALSE,False,0.0,140.8,88.0,,138.1,112.0,12.41,378.5,61.0,17.35,15.4,1.0,4.16,1.0,0
1951,NH,,area_code_415,0,False,0.0,75.6,121.0,12.05,304.9,,22.97,242.1,,,,3.0,2.92,,0
1952,OH,100.0,area_code_510,,False,0.0,287.3,,47.25,,74.0,15.02,223.6,126.0,,8.3,4.0,,,1
1953,AZ,,,Yes,False,,,100.0,51.94,252.8,103.0,20.63,196.7,,,11.9,11.0,3.21,,0
1954,WV,112.0,415,Yes,False,0.0,,138.0,29.04,205.2,114.0,18.02,135.9,134.0,6.36,10.7,4.0,,1.0,0
1955,NH,123.0,area_code_415,0,True,22.0,,105.0,31.27,,86.0,6.33,119.1,82.0,5.06,15.6,12.0,4.21,,0
1956,UNKNOWN,,area_code_415,No,False,0.0,226.3,106.0,35.3,173.5,118.0,,205.6,102.0,,12.4,9.0,3.35,6.0,0
1957,SD,78.0,area_code_408,0,False,0.0,170.8,88.0,29.65,268.2,93.0,25.68,261.3,108.0,12.57,8.6,,2.32,0.0,0
1958,OR,48.0,area_415,0,False,0.0,,92.0,30.78,524.8,,43.74,136.2,113.0,5.71,8.3,4.0,,6.0,0
1959,MS,116.0,415,0,False,0.0,,91.0,105.72,214.0,95.0,18.15,292.5,,,11.3,3.0,,2.0,0
1960,MA,88.0,area_code_408,0,True,45.0,,140.0,32.43,,101.0,,310.6,123.0,12.89,12.8,3.0,3.46,4.0,0
1961,UNKNOWN,80.0,area_code_510,YES,False,0.0,265.6,89.0,44.42,,66.0,,197.4,87.0,,9.4,,2.54,0.0,1
