ID,Post description
3206,"bismillah. 
Ditengah-tengah menurunnya angka penderita covid-19 di seluruh dunia dan dengan harapan pandemi ini segera berlalu, qadarullah WHO kembali menerima laporan tentang adanya kasus penyakit cacar monyet (monkeypox) dari negara non endemis. 

Saat ini cacar monyet dilaporkan telah meluas ke 12 negara non endemis yang berada di 3 regional WHO, yaitu regional Eropa, Amerika, dan Western Pacific. 

Hal ini tentu saja membuat para pemangku kebijakan di bidang Kesehatan di seluruh dunia menjadi waspada, begitu pula masyarakat umum mulai banyak yang bertanya-tanya tentang penyakit ini. 

Lalu apa sebenarnya penyakit cacar monyet atau yang secara internasional disebut sebagai monkeypox ini ?

secara ringkas; 
Cacar monyet adalah penyakit zoonosis langka yang disebabkan oleh infeksi virus monkeypox. pada manusia, gejalanya mirip dengan gejala cacar air, namun lebih ringan.

Walaupun penyakit cacar monyet baru masuk di Indonesia akhir bulan Agustus lalu, namun kita tetap perlu waspada dan berhati-hati. Jika mendapati gejala dan tanda seperti yang tertera di atas diharapkan untuk dapat segera melapor ke fasilitas pelayanan Kesehatan agar dapat segera tertangani. 

jangan lupa senantiasa berikhtiar dan berdoa kepada Alah ta'ala agar diberi kesehatan dan kenyaman dalam beribadah kepada Allah.

""Barangsiapa bertakwa kepada Allah niscaya Dia akan memberikan jalan keluar, dan memberinya rizki dari arah yang tidak disangka. Dan barangsiapa yang bertawakkal kepada Allah niscaya Allah akan mencukupkan (keperluan)nya.” (QS. Ath Thalaaq [65] : 2-3). 

semoga informasi ini bermanfaat ya untuk teman-teman. 

📝 @dr.marthina
sumber bacaan. Rumaysho
  dokter indonesia bertauhid
  kemenkes.go.id
  alodokter.com

#monkeypox #waspadacacarmonyet #sharingandcarin #badansehatibadahlancar #family #pekanbaru #doktermuda #dokterakhwat #dokterindonesiabertauhid #halodoc #kemenkes #rumaysho #dr.marthina #aisyahapotekpanam"
3763,"Wow ternyata 5 Penyakit ini pernah tren di tahun 2022. Yuk cek info lebih lanjut!

Jaga kesehatan selalu ya Sobat Sehat!
Jangan kasih kendor ke prokes dan jaga daya tahan tubuh agar tetap sehat.

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Lengkap 24 jam!

#InfoApoteker #InfoApotekerK24 #apotekerk24sobatkeluarga #sehat #hidupsehat #fit #sehat #penyakit #covid-19 #ginjalakut #Hepatitis #monkeypox #cacarmonyet #polio #OmicronXBB #K24ApoteknyaIndonesia #K24Update #K243Januari23 #K24West3Januari23 #SobatSehat #apotekerk24 #InfoSehat #tipssehat #tipskesehatan"
4005,"Hai sobat sehat 👋

Kamu bisa jadi superhero kalau kamu mau melindungi diri dan orang lain dari penyakit Monkeypox.

Bagaimana caranya?

Yuk simak informasi lengkapnya pada postingan diatas 😉

#Monkeypox #GejalaMonkeypox #Infokesehatan #DinasKesehatan #DKIJakarta #SuksesJakartaUntukIndonesia
Reposted from @dinkesdki"
7069,"Cacar monyet bisa menyebar dengan cepat. Tapi, memangnya gimana sih cara penyebarannya?
Lakukan beberapa tips berikut agar Anda dan keluarga tetap aman terlindungi!

Jangan lupa jaga daya tahan tubuh agar terhindar dari berbagai macam penyakit yaa Sobat Sehat! Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Komplit 24 jam 💛💚💛💚

#monkeypox #cacarmonyet #mpox #infokesehatan #tipskesehatan #ApotekK24 #K24ApoteknyaIndonesia #SobatSehat #K2430Agustus24 #K24Central30Agustus24"
6375,"Waspada Monkeypox di Indonesia!

Kasus pertama monkeypox di Indonesia telah terkonfirmasi. Mari tingkatkan kewaspadaan dan tetap patuhi protokol kesehatan. Lindungi diri dan orang-orang di sekitar Anda dengan selalu menjaga kebersihan dan waspada terhadap gejala yang muncul.

**#Monkeypox #KesehatanMasyarakat #WaspadaVirus**"
2355,"Selamat Pagi!_x000D_
_x000D_
Pada bulan lalu, WHO secara resmi menetapkan Monkeypox sebagai PHEIC (Public Health Emergency of International Concern) atau Darurat kesehatan seiring peningkatan jumlah kasus dan penyebaran yang kian meluas. _x000D_
_x000D_
Namun, kamu harus senantiasa waspada dan menjaga kebersihan ketika beraktivitas. Jika terjadi kasus Monkeypox disekelilingmu, kamu dapat melakukan beberapa tips berikut ini:_x000D_
_x000D_
- Tetap tenang dan memeriksakan diri ke fasilitas layanan kesehatan terdekat_x000D_
- Tetap mematuhi protokol kesehatan seperti menghindari kerumunan, mencuci tangan dengan sabun dan menggunakan masker_x000D_
- Tetap laksanakan perilaku hidup bersih dan sehat (PHBS)_x000D_
_x000D_
Semoga kita senantiasa sehat dan terlindungi ya!_x000D_
_x000D_
#HDI #Indonesia #Health #Healthy #kesehatan #cacarmonyet #monkeypox #gejalacacarmonyet #gelajamonkeypox #HDIBandungGatsu"
3944,"#Repost @dinkesdki
...
Hai sobat sehat 👋

Monkeypox atau cacar monyet bisa menyerang siapa saja.

Oleh karena itu, kamu perlu mengetahui beberapa hal mengenai Monkeypox agar bisa terhindar dari penyakit ini.

Apa saja yang perlu diketahui tentang Monkeypox?

Yuk simak pada infografis diatas 😉

#Monkeypox #cegahmonkeypox #GejalaMonkeypox #Infokesehatan #DinasKesehatan #DKIJakarta #SuksesJakartaUntukIndonesia"
4548,"Hallo Sobat Sehat Kepulauan Seribu

Sekarang update Mpox di DKI Jakarta bisa diakses melalui 
http://surveilans-dinkes.jakarta.go.id

@puskesseribuutara 
@puskesmasseribuselatan 
@rsudkepulauanseribu"
4834,"Cacar monyet atau monkeypox saat ini masih menghantui masyarakat Indonesia. Karenanya Sobat Sehat harus waspada dan mengetahui gejala-gejalanya agar bisa melakukan deteksi dan upaya pencegahan sedini mungkin. Swipe untuk melihat gejalanya yaa Sobat!

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Jangan ragu untuk melakukan konsultasi dengan apoteker kami ya Sobat!

#cacarmonyet #monkeypox #mpox #infosehat #infokesehatan #SobatSehat #ApotekK24 #K24ApoteknyaIndonesia"
5832,"Monkeypox pertama kali dikenalpasti di makmal pada tahun 1958 dalam monyet yang digunakan untuk penyelidikan, namun ia lebih biasa ditemui dalam haiwan liar seperti tikus, tupai, dan haiwan kecil di Afrika Tengah dan Barat. Wabak pertama dalam kalangan manusia dilaporkan pada tahun 1970 di Republik Demokratik Congo.

Mpox adalah penyakit berjangkit yang disebabkan oleh virus cacar monyet (MPXV), yang tergolong dalam genus Orthopoxvirus dan keluarga Poxviridae. Virus ini mempunyai dua klad yang berbeza, iaitu Klad I dan Klad II. Setiap klad ini mempunyai ciri-ciri genetik yang sedikit berbeza, dan mungkin memberikan kesan yang berbeza terhadap gejala dan kebolehan penyebaran penyakit.

Virus ini boleh merebak melalui:

* Sentuhan langsung dengan darah, cecair badan, atau luka pada kulit haiwan yang dijangkiti.

* Hubungan rapat dengan orang yang dijangkiti, termasuk melalui sentuhan langsung dengan ruam atau titisan pernafasan dari batuk atau bersin.

* Barang yang tercemar seperti pakaian atau peralatan yang telah bersentuhan dengan virus.

#careclinics #cchs #cacarmonyet #monkeypox #mpox #awareness"
7910,"‼️WASPADA MPOX‼️

Asclepian pasti udah denger kan, kalo virus MPOX sekarang sudah semakin menyebar di beberapa negara bahkan di Indonesia😱

Maka dari itu, pentingnya untuk kita menjaga kebersihan dan kesehatan agar tidak tertular virus MPOX👀
__________________

“Mpox as a Global Re-Emerging Viral Threat”

👩🏻‍⚕️dr. Merry Puspita., M.Ked.Klin., Sp.MK
🗓️Kamis, 19 September 2024
⏰19.00 - Selesai

Daftar segera dengan klik link di bio🙌🏻

Like, komen, share, dan follow @asclepio.masterclass for more information✨

#asclepio #asclepedia #MPOX #MonkeyPox #VirusMPOX #Emergencycare #Vaksinasi"
5726,"𝙎𝙞𝙖𝙜𝙖 𝙈𝙚𝙣𝙜𝙝𝙖𝙙𝙖𝙥𝙞 𝙈𝙥𝙤𝙭

Salam hangat #SahabatCiremai, Pada 14 Agustus, Organisasi Kesehatan Dunia (WHO) telah menetapkan Mpox jadi Kedaruratan Kesehatan Global. Hal ini lantaran adanya kenaikan kasus yang signifikan di sejumlah negara di Afrika.

Di Indonesia, sebanyak 88 kasus Mpox ditemukan selama 2022-2024. Kasus konfirmasi tersebar di Banten, Jakarta, Jawa Barat, Yogyakarta, Jawa Timur dan Kepulauan Riau.

Indonesia pun siaga. Sebanyak 12 laboratorium kesehatan masyarakat (labkesmas) di seluruh Infonesia disiapkan untuk melakukan pemeriksaan Mpox.

Pemberian vaksin bagi kelompok berisiko ditingkatkan serta pengawasan pintu masuk negara baik darat, laut maupun udara diperketat, terutama bagi pendatang yang berasal dari negara terjangkit Mpox.
Salam Sehat Selalu Sahabat Ciremai

#Monkeypox #cacarmonyet #Puskesad #kesdam3slw #denkesyahcirebon #rsciremai #pkrs #pkrsciremai #promisikesehatanrumahsakitciremai #cirebon #infocirebon"
7331,"Reposted From @rcce_id 
Mpox bahaya, namun bisa dicegah. Tetap waspada!

#Mpox
#Mpox2024
#RCCEID"
456,"WHO telah menyatakan monkeypox sebagai darurat kesehatan global. Meskipun wabah ini belum ditemukan di negeri kita, tetapi kita tetap perlu mencegah dan berwaspada!

Pahami gejala yang mungkin terjadi jika Anda maupun pekerja Anda dalam kondisi tidak fit, bawa ke tenaga medis untuk melakukan pemeriksaan dan mendapatkan pengobatan.

Follow dan update berbagai info kesehatan di @prodia_ohi dan kunjungi website kami www.prodiaohi.co.id

Sumber: t.ly/yg1-, Pedoman pencegahan dan pengendalian monkeypox (Kemkes)

#ProdiaOHI #Preventif #KerjaBersamaSehatBersama #KesehatanBagiSeluruhKaryawan #cacarmonyet #monkeypox"
3577,"Wow ternyata 5 Penyakit ini pernah tren di tahun 2022. Yuk cek info lebih lanjut!

Jaga kesehatan selalu ya Sobat Sehat!
Jangan kasih kendor ke prokes dan jaga daya tahan tubuh agar tetap sehat.

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Lengkap 24 jam!

#InfoApoteker #InfoApotekerK24 #apotekerk24sobatkeluarga #sehat #hidupsehat #fit #sehat #penyakit #covid-19 #ginjalakut #Hepatitis #monkeypox #cacarmonyet #polio #OmicronXBB #K24ApoteknyaIndonesia #K24Update #K243Januari23 #K24East3Januari23 #SobatSehat #apotekerk24 #InfoSehat #tipssehat #tipskesehatan"
7776,"Rapat Koordinasi Lintas Sektoral, Mpox Jadi Sorotan Utama

Kubu Raya - Karantina Kalimantan Barat menghadiri rapat koordinasi lintas sektoral dalam rangka peningkatan kewaspadaan dini MPOX dan sosialisasi faktor risiko di pintu masuk Bandara Supadio yang digelar oleh PT. AP II Bandara Supadiopada, pada Selasa (03/09). Rapat ini bertujuan meningkatkan kewaspadaan dini terhadap penyakit Mpox yang telah masuk ke Indonesia.

Penanggung Jawab EGM PT. Angkasa Pura II Bandara Supadio, Hari Susanto dalam sambutannya menyampaikan bahwa, “Kegiatan ini adalah salah satu langkah awal pencegahan terhadap Virus Mpox. “Kami mengajak seluruh stakeholder di Bandara Supadio untuk bersama-sama mengawasi dan mendeteksi dini kasus Mpox,” tegas Hari.

Devi Kusumaningrum, selaku perwakilan dari Karantina Kalbar menjelaskan bahwa, “Sebagai garda terdepan dalam menjaga kesehatan masyarakat, kami terus berupaya meningkatkan kewaspadaan terhadap penyakit menular, termasuk Mpox. Melalui rapat koordinasi ini, kami berharap dapat memperkuat sinergi dengan seluruh pihak terkait untuk mencegah masuk dan menyebarnya Mpox di wilayah Kalimantan Barat.”

Acara dihadiri oleh perwakilan dari berbagai instansi seperti PT. Angkasa Pura II, Balai Karantina Kesehatan (BKK), Kepolisian, Imigrasi, dan maskapai penerbangan. 

Rapat koordinasi ini menjadi tonggak penting dalam upaya pencegahan dan pengendalian penyakit Mpox di Kalimantan Barat. Dengan sinergi yang kuat antar stakeholder, diharapkan penyebaran Mpox dapat dihambat.

#Mpox #KarantinaKalbar #BandaraSupadio #Kesehatan #KewaspadaanDini #Kolaborasi #CegahMpox #IndonesiaSehat"
7974,"Waspada dan Cegah Penyakit MPOX !!
Gunakan Masker dan Jaga Kebersihan Individu 

#tubaba
#dinkes
#mpox 
#cegahmpox"
4203,"Sobat, cacar monyet adalah penyakit zoonosis langka yang disebabkan oleh infeksi virus Monkeypox. Virus ini dapat menular ketika seseorang bersentuhan dengan virus dari hewan yang terinfeksi, orang yang terinfeksi, atau bahan yang terkontaminasi virus.

Lalu, gimana sih cara agar diri dan keluarga kita terhindar dari penyakit yang disebabkan oleh virus ini? Mari simak #InformasiKesehatan berikut ya.

 #monkeypoxvirus #monkeypox #monkeypoxalert #monkeypoxvax #cacarmonyet #cacarmonyet #caçar #cacar #cacarair #kesehatan"
213,"Jangan sampai Cacar Monyet mewabah di Indonesia ya 😭 

Ada 3 langkah pencegahan virus monkeypox (cacar monyet) ini:
- Gunakan masker
- Tidak bersentuhan langsung dengan orang lain
- Menggunakan produk disinfektan dengan standar EPA

Pada umumnya, penyakit ini akan hilang dengan sendirinya dalam 2-4 minggu. Namun pada beberapa orang penyakit ini dapat menyebabkan komplikasi/kematian. 

Kelompok rentan terkena penyakit ini adalah bayi baru lahir, anak-anak, dan orang dengan gangguan kekebalan tubuh.

Stay safe, Sobat DK! ✅

#sobatjk 
#becausewecare
—————————
#monkeypox #mpx #cacarmonyet #mpxvirus #mpxindonesia"
3391,"Halo Sobat Sehat! Monkeypox dapat menular ke manusia melalui kontak fisik dengan hewan terinfeksi. Biasanya adalah hewan pengerat dan primata.

Lalu, bagaimana cara pencegahannya? Yuk simak infografis diatas👆🏻😉

#PenularanMonkeypox #Monkeypox #cacarmonyet #CegahMonkeypox #DinasKesehatan #DKIJakarta #U20Indonesia

Sumber @dinkesdki"
3682,"Wow ternyata 5 Penyakit ini pernah tren di tahun 2022. Yuk cek info lebih lanjut!

Jaga kesehatan selalu ya Sobat Sehat!
Jangan kasih kendor ke prokes dan jaga daya tahan tubuh agar tetap sehat.

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Lengkap 24 jam!

#InfoApoteker #InfoApotekerK24 #apotekerk24sobatkeluarga #sehat #hidupsehat #fit #sehat #penyakit #covid-19 #ginjalakut #Hepatitis #monkeypox #cacarmonyet #polio #OmicronXBB #K24ApoteknyaIndonesia #K24Update #K243Januari23 #K24Central3Januari23 #SobatSehat #apotekerk24 #InfoSehat #tipssehat #tipskesehatan"
1731,"Monkey Pox, “Cara Penularan dan Pencegahannya” #cacarmonyet#monkeypox#dokter#dokterpenyakitdalam#papdi#papdijaya#pbpapdi#instadoctor#instahealth"
6535,"Cacar monyet bisa menyebar dengan cepat. Tapi, memangnya gimana sih cara penyebarannya?
Lakukan beberapa tips berikut agar Anda dan keluarga tetap aman terlindungi!

Jangan lupa jaga daya tahan tubuh agar terhindar dari berbagai macam penyakit yaa Sobat Sehat! Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Komplit 24 jam 💛💚💛💚

#monkeypox #cacarmonyet #mpox #infokesehatan #tipskesehatan #ApotekK24 #K24ApoteknyaIndonesia #SobatSehat #K2430Agustus24 #K24West30Agustus24"
6998,"‼️ Waspada MPOX ‼️
88 kasus terdeteksi di Indonesia 🐒

-
#MPOX #Infografis #Monkeypox #TangerangRadio #91FM"
2150,"Penularan Cacar Monyet:

Virus cacar monyet dapat menular ketika seseorang bersentuhan dengan virus 
dari hewan yang terinfeksi, orang yang terinfeksi, atau bahan yang terkontaminasi virus. Virus juga dapat melewati plasenta dari ibu hamil ke janin. Virus cacar monyet dapat menyebar dari hewan ke manusia melalui gigitan atau cakaran hewan yang terinfeksi, ketika menangani atau memproses hewan buruan, atau melalui penggunaan produk yang terbuat dari hewan yang 
terinfeksi.

➖➖➖➖➖ ➖➖
🌸Klinik Dzakirah🌸
 Tangerang Selatan, Banten
📞Wa  0812-1905-5867
IG @klinikdzakirah
➖➖➖➖➖➖➖➖
 Tangerang Selatan, Banten

#medicalcheckup #klinikkesehatanbanten #kesehatan #tubuhsehat #kehamilan #mitosfakta #tipskehamilan #bayi #cacarmonyet #ginjal #asi #asiekslusif #monkeypox"
968,"Pemerintah memastikan akan terus mengikuti dan memantau perkembangan penyakit cacar monyet (monkeypox) yang telah menyebar di kawasan Asia. Mitigasi sudah berjalan dengan baik salah satunya sistem surveilans di seluruh pintu masuk ke wilayah Indonesia, dimana KKP terus melakukan pemeriksaan setiap pelaku perjalanan yang datang dari negara-negara dengan kasus penularan cacar monyet.

Follow @marutoyenurahmasari8"
4080,"🇨​​🇦​​🇨​​🇦​​🇷​ ​🇲​​🇴​​🇳​​🇾​​🇪​​🇹​ ​🇦​​🇩​​🇦​​🇱​​🇦​​🇭​ ​🇵​​🇪​​🇳​​🇾​​🇦​​🇰​​🇮​​🇹​ ​🇿​​🇴​​🇴​​🇳​​🇴​​🇸​​🇮​​🇸​ ​🇱​​🇦​​🇳​​🇬​​🇰​​🇦​ ​🇾​​🇦​​🇳​​🇬​ ​🇩​​🇮​​🇸​​🇪​​🇧​​🇦​​🇧​​🇰​​🇦​​🇳​ ​🇴​​🇱​​🇪​​🇭​ ​🇮​​🇳​​🇫​​🇪​​🇰​​🇸​​🇮​ ​🇻​​🇮​​🇷​​🇺​​🇸​ ​🇲​​🇴​​🇳​​🇰​​🇪​​🇾​​🇵​​🇴​​🇽​. ​🇻​​🇮​​🇷​​🇺​​🇸​ ​🇨​​🇦​​🇨​​🇦​​🇷​ ​🇲​​🇴​​🇳​​🇾​​🇪​​🇹​ ​🇹​​🇪​​🇷​​🇲​​🇦​​🇸​​🇺​​🇰​ ​🇩​​🇦​​🇱​​🇦​​🇲​ ​🇬​​🇪​​🇳​​🇺​​🇸​ ​🇴​​🇷​​🇹​​🇭​​🇴​​🇵​​🇴​​🇽​​🇻​​🇮​​🇷​​🇺​​🇸​ ​🇩​​🇦​​🇱​​🇦​​🇲​ ​🇫​​🇦​​🇲​​🇮​​🇱​​🇮​ ​🇵​​🇴​​🇽​​🇻​​🇮​​🇷​​🇮​​🇩​​🇦​​🇪​. ​🇬​​🇪​​🇳​​🇺​​🇸​ ​🇴​​🇷​​🇹​​🇭​​🇴​​🇵​​🇴​​🇽​​🇻​​🇮​​🇷​​🇺​​🇸​ ​🇯​​🇺​​🇬​​🇦​ ​🇹​​🇪​​🇷​​🇲​​🇦​​🇸​​🇺​​🇰​ ​🇻​​🇮​​🇷​​🇺​​🇸​ ​🇻​​🇦​​🇷​​🇮​​🇴​​🇱​​🇦​ (​🇵​​🇪​​🇳​​🇾​​🇪​​🇧​​🇦​​🇧​ ​🇨​​🇦​​🇨​​🇦​​🇷​), ​🇻​​🇮​​🇷​​🇺​​🇸​ ​🇻​​🇦​​🇨​​🇨​​🇮​​🇳​​🇮​​🇦​ (​🇩​​🇮​​🇬​​🇺​​🇳​​🇦​​🇰​​🇦​​🇳​ ​🇩​​🇦​​🇱​​🇦​​🇲​ ​🇻​​🇦​​🇰​​🇸​​🇮​​🇳​ ​🇨​​🇦​​🇨​​🇦​​🇷​), ​🇩​​🇦​​🇳​ ​🇻​​🇮​​🇷​​🇺​​🇸​ ​🇨​​🇦​​🇨​​🇦​​🇷​ ​🇸​​🇦​​🇵​​🇮​.

Selama mengalami gejala cacar monyet, pengidap disarankan untuk memaksimalkan waktu istirahat, mencukupi kebutuhan cairan dan nutrisi serta menjaga pola makan sehat. Pengidap cacar monyet juga disarankan melakukan karantina mandiri dan tidak keluar rumah untuk meminimalisir penyebaran. 

 

Tetapi, apabila pengidap mengalami gejala yang parah atau mengalami komplikasi, maka akan disarankan untuk menjalani rawat inap. 

#monkeypox #monkeypoxvirus #monkeypoxvacinne #cacarmonyet #vaksinsmallpox #smallpox #ingatvaksiningatuesmedika"
